"trial","subject_id","net","vignette","response_1","response_2","response_3","discrete_response_1","discrete_response_2","discrete_response_3","truth","discrete_answer","raw_err1","raw_err2","raw_err3","err1","err2","err3","overestimate","discrete_correct_1","discrete_correct_2","discrete_correct_3","abs_chg_err","chg_err","acc1","acc2","acc3"
1,1582,"Control",1.1,15,15,15,"C","C","C",14,"C",1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,0,0,-1,-1,-1
1,402,"Control",1.1,40,NA,NA,"A",NA,NA,14,"C",26,NA,NA,26,NA,NA,TRUE,FALSE,NA,NA,NA,NA,-26,NA,NA
1,1011,"Control",1.1,10,8,8,"B","B","B",14,"C",-4,-6,-6,4,6,6,FALSE,FALSE,FALSE,FALSE,2,2,-4,-6,-6
1,2125,"Control",1.1,75,60,60,"C","B","C",14,"C",61,46,46,61,46,46,TRUE,TRUE,FALSE,TRUE,15,-15,-61,-46,-46
1,134,"Control",1.1,65,NA,65,"C",NA,"C",14,"C",51,NA,51,51,NA,51,TRUE,TRUE,NA,TRUE,0,0,-51,NA,-51
1,1181,"Control",1.1,NA,20,40,NA,"C","B",14,"C",NA,6,26,NA,6,26,NA,NA,TRUE,FALSE,NA,NA,NA,-6,-26
1,1797,"Control",1.1,5,6,10,"B","A","A",14,"C",-9,-8,-4,9,8,4,FALSE,FALSE,FALSE,FALSE,5,-5,-9,-8,-4
1,2055,"Control",1.1,15,14,5,"B","C","B",14,"C",1,0,-9,1,0,9,TRUE,FALSE,TRUE,FALSE,8,8,-1,0,-9
1,2260,"Control",1.1,2,10,5,"C","B","B",14,"C",-12,-4,-9,12,4,9,FALSE,TRUE,FALSE,FALSE,3,-3,-12,-4,-9
1,1673,"Control",1.1,10,1,15,"C","C","C",14,"C",-4,-13,1,4,13,1,FALSE,TRUE,TRUE,TRUE,3,-3,-4,-13,-1
1,2037,"Control",1.1,50,25,75,"C","C","C",14,"C",36,11,61,36,11,61,TRUE,TRUE,TRUE,TRUE,25,25,-36,-11,-61
1,42,"Control",1.1,5,1,1,"C","B","B",14,"C",-9,-13,-13,9,13,13,FALSE,TRUE,FALSE,FALSE,4,4,-9,-13,-13
1,1701,"Control",1.1,NA,30,30,NA,"C","C",14,"C",NA,16,16,NA,16,16,NA,NA,TRUE,TRUE,NA,NA,NA,-16,-16
1,2195,"Control",1.1,5,2,4,"C","C","C",14,"C",-9,-12,-10,9,12,10,FALSE,TRUE,TRUE,TRUE,1,1,-9,-12,-10
1,1789,"Control",1.1,70,90,90,"C","C","C",14,"C",56,76,76,56,76,76,TRUE,TRUE,TRUE,TRUE,20,20,-56,-76,-76
1,513,"Control",1.1,100,90,50,"A","C","A",14,"C",86,76,36,86,76,36,TRUE,FALSE,TRUE,FALSE,50,-50,-86,-76,-36
1,2024,"Control",1.1,15,15,15,"C","C","C",14,"C",1,1,1,1,1,1,TRUE,TRUE,TRUE,TRUE,0,0,-1,-1,-1
1,1554,"Control",1.1,5,5,5,"C","C","C",14,"C",-9,-9,-9,9,9,9,FALSE,TRUE,TRUE,TRUE,0,0,-9,-9,-9
1,234,"Control",1.1,2,7,13,"B","B","B",14,"C",-12,-7,-1,12,7,1,FALSE,FALSE,FALSE,FALSE,11,-11,-12,-7,-1
1,1773,"Control",1.1,5,3,3,"B","B","B",14,"C",-9,-11,-11,9,11,11,FALSE,FALSE,FALSE,FALSE,2,2,-9,-11,-11
1,923,"Control",1.1,60,60,40,"C","B","B",14,"C",46,46,26,46,46,26,TRUE,TRUE,FALSE,FALSE,20,-20,-46,-46,-26
1,563,"Control",1.1,2,4,3,"C","C","C",14,"C",-12,-10,-11,12,10,11,FALSE,TRUE,TRUE,TRUE,1,-1,-12,-10,-11
1,2240,"Control",1.1,8,2,1,"C","C","C",14,"C",-6,-12,-13,6,12,13,FALSE,TRUE,TRUE,TRUE,7,7,-6,-12,-13
1,1736,"Control",1.1,15,15,12,"C","C","C",14,"C",1,1,-2,1,1,2,TRUE,TRUE,TRUE,TRUE,1,1,-1,-1,-2
1,385,"Control",1.1,60,70,1,"C","C","B",14,"C",46,56,-13,46,56,13,TRUE,TRUE,TRUE,FALSE,33,-33,-46,-56,-13
1,1901,"Control",1.1,57,50,50,"A","C","A",14,"C",43,36,36,43,36,36,TRUE,FALSE,TRUE,FALSE,7,-7,-43,-36,-36
1,1765,"Control",1.1,40,40,40,"B","B","B",14,"C",26,26,26,26,26,26,TRUE,FALSE,FALSE,FALSE,0,0,-26,-26,-26
1,1822,"Control",1.1,25,25,25,"B","B","B",14,"C",11,11,11,11,11,11,TRUE,FALSE,FALSE,FALSE,0,0,-11,-11,-11
1,377,"Control",1.1,NA,85,16,NA,"A","A",14,"C",NA,71,2,NA,71,2,NA,NA,FALSE,FALSE,NA,NA,NA,-71,-2
1,985,"Control",1.1,15,5,25,"A","A","A",14,"C",1,-9,11,1,9,11,TRUE,FALSE,FALSE,FALSE,10,10,-1,-9,-11
1,1800,"Control",1.1,25,30,30,"A","C","C",14,"C",11,16,16,11,16,16,TRUE,FALSE,TRUE,TRUE,5,5,-11,-16,-16
1,194,"Control",1.1,NA,15,15,NA,"A","A",14,"C",NA,1,1,NA,1,1,NA,NA,FALSE,FALSE,NA,NA,NA,-1,-1
1,881,"Control",1.1,50,15,15,"A","C","C",14,"C",36,1,1,36,1,1,TRUE,FALSE,TRUE,TRUE,35,-35,-36,-1,-1
1,1617,"Control",1.1,23,NA,16,"C",NA,"C",14,"C",9,NA,2,9,NA,2,TRUE,TRUE,NA,TRUE,7,-7,-9,NA,-2
1,2067,"Control",1.1,14,25,16,"A","A","A",14,"C",0,11,2,0,11,2,FALSE,FALSE,FALSE,FALSE,2,2,0,-11,-2
1,1549,"Control",1.1,10,10,10,"C","C","C",14,"C",-4,-4,-4,4,4,4,FALSE,TRUE,TRUE,TRUE,0,0,-4,-4,-4
2,584,"Social",1.1,60,5,15,"C","C","C",14,"C",46,-9,1,46,9,1,TRUE,TRUE,TRUE,TRUE,45,-45,-46,-9,-1
2,289,"Social",1.1,0.1,10,10,"C","C","A",14,"C",-13.9,-4,-4,13.9,4,4,FALSE,TRUE,TRUE,FALSE,9.9,-9.9,-13.9,-4,-4
2,534,"Social",1.1,14,14,14,"C","C","C",14,"C",0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0
2,1175,"Social",1.1,20,35,25,"C","C","C",14,"C",6,21,11,6,21,11,TRUE,TRUE,TRUE,TRUE,5,5,-6,-21,-11
2,2251,"Social",1.1,40,10,30,"C","C","C",14,"C",26,-4,16,26,4,16,TRUE,TRUE,TRUE,TRUE,10,-10,-26,-4,-16
2,2171,"Social",1.1,35,15,20,"C","C","C",14,"C",21,1,6,21,1,6,TRUE,TRUE,TRUE,TRUE,15,-15,-21,-1,-6
2,1132,"Social",1.1,2,15,15,"B","C","C",14,"C",-12,1,1,12,1,1,FALSE,FALSE,TRUE,TRUE,11,-11,-12,-1,-1
2,1413,"Social",1.1,15,NA,16,"A",NA,"C",14,"C",1,NA,2,1,NA,2,TRUE,FALSE,NA,TRUE,1,1,-1,NA,-2
2,333,"Social",1.1,60,30,40,"C","C","C",14,"C",46,16,26,46,16,26,TRUE,TRUE,TRUE,TRUE,20,-20,-46,-16,-26
2,775,"Social",1.1,50,10,15,"C","C","C",14,"C",36,-4,1,36,4,1,TRUE,TRUE,TRUE,TRUE,35,-35,-36,-4,-1
2,1226,"Social",1.1,10,10,10,"B","B","B",14,"C",-4,-4,-4,4,4,4,FALSE,FALSE,FALSE,FALSE,0,0,-4,-4,-4
2,1429,"Social",1.1,15,20,20,"B","B","B",14,"C",1,6,6,1,6,6,TRUE,FALSE,FALSE,FALSE,5,5,-1,-6,-6
2,1918,"Social",1.1,15,15,15,"A","A","A",14,"C",1,1,1,1,1,1,TRUE,FALSE,FALSE,FALSE,0,0,-1,-1,-1
2,2091,"Social",1.1,0,10,10,"B","B","B",14,"C",-14,-4,-4,14,4,4,FALSE,FALSE,FALSE,FALSE,10,-10,-14,-4,-4
2,2233,"Social",1.1,60,30,15,"C","C","C",14,"C",46,16,1,46,16,1,TRUE,TRUE,TRUE,TRUE,45,-45,-46,-16,-1
2,1929,"Social",1.1,80,11.1,16.6,"A","A","A",14,"C",66,-2.9,2.6,66,2.9,2.6,TRUE,FALSE,FALSE,FALSE,63.4,-63.4,-66,-2.9,-2.6
2,2098,"Social",1.1,10,30,30,"B","C","C",14,"C",-4,16,16,4,16,16,FALSE,FALSE,TRUE,TRUE,12,12,-4,-16,-16
2,1642,"Social",1.1,NA,NA,NA,NA,NA,NA,14,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1767,"Social",1.1,10,32,20,"C","B","B",14,"C",-4,18,6,4,18,6,FALSE,TRUE,FALSE,FALSE,2,2,-4,-18,-6
2,1153,"Social",1.1,57,50,50,"A","A","A",14,"C",43,36,36,43,36,36,TRUE,FALSE,FALSE,FALSE,7,-7,-43,-36,-36
2,1573,"Social",1.1,60,50,45,"B","B","B",14,"C",46,36,31,46,36,31,TRUE,FALSE,FALSE,FALSE,15,-15,-46,-36,-31
2,1846,"Social",1.1,75,30,20,"A","A","A",14,"C",61,16,6,61,16,6,TRUE,FALSE,FALSE,FALSE,55,-55,-61,-16,-6
2,2015,"Social",1.1,5,15,15,"B","C","C",14,"C",-9,1,1,9,1,1,FALSE,FALSE,TRUE,TRUE,8,-8,-9,-1,-1
2,1404,"Social",1.1,60,55,55,"A","A","A",14,"C",46,41,41,46,41,41,TRUE,FALSE,FALSE,FALSE,5,-5,-46,-41,-41
2,569,"Social",1.1,16,14.5,14,"A","A","C",14,"C",2,0.5,0,2,0.5,0,TRUE,FALSE,FALSE,TRUE,2,-2,-2,-0.5,0
2,1228,"Social",1.1,13,47.5,25.03,"A","A","A",14,"C",-1,33.5,11.03,1,33.5,11.03,FALSE,FALSE,FALSE,FALSE,10.03,10.03,-1,-33.5,-11.03
2,1689,"Social",1.1,NA,30,16.6,NA,"A","C",14,"C",NA,16,2.6,NA,16,2.6,NA,NA,FALSE,TRUE,NA,NA,NA,-16,-2.6
2,1953,"Social",1.1,25,35,15,"B","C","B",14,"C",11,21,1,11,21,1,TRUE,FALSE,TRUE,FALSE,10,-10,-11,-21,-1
2,2258,"Social",1.1,50,50,42,"C","A","A",14,"C",36,36,28,36,36,28,TRUE,TRUE,FALSE,FALSE,8,-8,-36,-36,-28
2,924,"Social",1.1,10,7,20,"B","B","B",14,"C",-4,-7,6,4,7,6,FALSE,FALSE,FALSE,FALSE,2,2,-4,-7,-6
2,1232,"Social",1.1,20,20,15,"B","B","B",14,"C",6,6,1,6,6,1,TRUE,FALSE,FALSE,FALSE,5,-5,-6,-6,-1
2,1597,"Social",1.1,12.5,14,1,"C","C","B",14,"C",-1.5,0,-13,1.5,0,13,FALSE,TRUE,TRUE,FALSE,11.5,11.5,-1.5,0,-13
2,849,"Social",1.1,15,15,16,"C","A","A",14,"C",1,1,2,1,1,2,TRUE,TRUE,FALSE,FALSE,1,1,-1,-1,-2
2,956,"Social",1.1,50,50,50,"A","A","A",14,"C",36,36,36,36,36,36,TRUE,FALSE,FALSE,FALSE,0,0,-36,-36,-36
2,1394,"Social",1.1,15,50,15,"A","A","A",14,"C",1,36,1,1,36,1,TRUE,FALSE,FALSE,FALSE,0,0,-1,-36,-1
2,1738,"Social",1.1,50,50,50,"C","C","C",14,"C",36,36,36,36,36,36,TRUE,TRUE,TRUE,TRUE,0,0,-36,-36,-36
2,1882,"Social",1.1,60,55,55,"A","A","A",14,"C",46,41,41,46,41,41,TRUE,FALSE,FALSE,FALSE,5,-5,-46,-41,-41
2,816,"Social",1.1,40,40,40,"A","A","A",14,"C",26,26,26,26,26,26,TRUE,FALSE,FALSE,FALSE,0,0,-26,-26,-26
3,637,"Social",1.1,13,13,16,"C","C","C",14,"C",-1,-1,2,1,1,2,FALSE,TRUE,TRUE,TRUE,1,1,-1,-1,-2
3,1044,"Social",1.1,NA,13,13,NA,"C","C",14,"C",NA,-1,-1,NA,1,1,NA,NA,TRUE,TRUE,NA,NA,NA,-1,-1
3,1752,"Social",1.1,15,25,25,"C","C","C",14,"C",1,11,11,1,11,11,TRUE,TRUE,TRUE,TRUE,10,10,-1,-11,-11
3,1895,"Social",1.1,NA,20,15,NA,"C","C",14,"C",NA,6,1,NA,6,1,NA,NA,TRUE,TRUE,NA,NA,NA,-6,-1
3,1960,"Social",1.1,20,15,15,"B","B","C",14,"C",6,1,1,6,1,1,TRUE,FALSE,FALSE,TRUE,5,-5,-6,-1,-1
3,408,"Social",1.1,17.9,12,12,"C","B","B",14,"C",3.9,-2,-2,3.9,2,2,TRUE,TRUE,FALSE,FALSE,1.9,-1.9,-3.9,-2,-2
3,2200,"Social",1.1,25,20,18,"B","B","B",14,"C",11,6,4,11,6,4,TRUE,FALSE,FALSE,FALSE,7,-7,-11,-6,-4
3,213,"Social",1.1,50,25,25,"C","C","C",14,"C",36,11,11,36,11,11,TRUE,TRUE,TRUE,TRUE,25,-25,-36,-11,-11
3,1025,"Social",1.1,12,NA,14,"C",NA,"C",14,"C",-2,NA,0,2,NA,0,FALSE,TRUE,NA,TRUE,2,-2,-2,NA,0
3,1410,"Social",1.1,50,40,16,"A","A","C",14,"C",36,26,2,36,26,2,TRUE,FALSE,FALSE,TRUE,34,-34,-36,-26,-2
3,2006,"Social",1.1,5,10,3,"C","C","C",14,"C",-9,-4,-11,9,4,11,FALSE,TRUE,TRUE,TRUE,2,2,-9,-4,-11
3,1965,"Social",1.1,20,10,10,"C","B","B",14,"C",6,-4,-4,6,4,4,TRUE,TRUE,FALSE,FALSE,2,-2,-6,-4,-4
3,2270,"Social",1.1,15,25,NA,"C","C",NA,14,"C",1,11,NA,1,11,NA,TRUE,TRUE,TRUE,NA,NA,NA,-1,-11,NA
3,108,"Social",1.1,2,5,4,"C","C","C",14,"C",-12,-9,-10,12,9,10,FALSE,TRUE,TRUE,TRUE,2,-2,-12,-9,-10
3,323,"Social",1.1,12,12,12,"C","C","C",14,"C",-2,-2,-2,2,2,2,FALSE,TRUE,TRUE,TRUE,0,0,-2,-2,-2
3,1496,"Social",1.1,57,56,56,"A","A","A",14,"C",43,42,42,43,42,42,TRUE,FALSE,FALSE,FALSE,1,-1,-43,-42,-42
3,2142,"Social",1.1,1,12,12,"C","C","C",14,"C",-13,-2,-2,13,2,2,FALSE,TRUE,TRUE,TRUE,11,-11,-13,-2,-2
3,1086,"Social",1.1,20,15,12,"C","C","C",14,"C",6,1,-2,6,1,2,TRUE,TRUE,TRUE,TRUE,4,-4,-6,-1,-2
3,1292,"Social",1.1,50,20,15,"C","C","C",14,"C",36,6,1,36,6,1,TRUE,TRUE,TRUE,TRUE,35,-35,-36,-6,-1
3,618,"Social",1.1,16,18,18,"C","C","C",14,"C",2,4,4,2,4,4,TRUE,TRUE,TRUE,TRUE,2,2,-2,-4,-4
3,1998,"Social",1.1,14,14,14,"C","C","C",14,"C",0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0
3,36,"Social",1.1,NA,10,10,NA,"A","A",14,"C",NA,-4,-4,NA,4,4,NA,NA,FALSE,FALSE,NA,NA,NA,-4,-4
3,658,"Social",1.1,12,14,14,"C","C","C",14,"C",-2,0,0,2,0,0,FALSE,TRUE,TRUE,TRUE,2,-2,-2,0,0
3,1327,"Social",1.1,5,20,20,"C","B","C",14,"C",-9,6,6,9,6,6,FALSE,TRUE,FALSE,TRUE,3,-3,-9,-6,-6
3,119,"Social",1.1,50,16,NA,"A","C",NA,14,"C",36,2,NA,36,2,NA,TRUE,FALSE,TRUE,NA,NA,NA,-36,-2,NA
3,1290,"Social",1.1,45,15,14.5,"C","B","B",14,"C",31,1,0.5,31,1,0.5,TRUE,TRUE,FALSE,FALSE,30.5,-30.5,-31,-1,-0.5
3,1640,"Social",1.1,25,NA,NA,"C",NA,NA,14,"C",11,NA,NA,11,NA,NA,TRUE,TRUE,NA,NA,NA,NA,-11,NA,NA
3,2151,"Social",1.1,8,13.3,12,"B","C","C",14,"C",-6,-0.699999999999999,-2,6,0.699999999999999,2,FALSE,FALSE,TRUE,TRUE,4,-4,-6,-0.699999999999999,-2
3,861,"Social",1.1,3,20,3,"B","B","B",14,"C",-11,6,-11,11,6,11,FALSE,FALSE,FALSE,FALSE,0,0,-11,-6,-11
3,970,"Social",1.1,14,16,16,"C","A","C",14,"C",0,2,2,0,2,2,FALSE,TRUE,FALSE,TRUE,2,2,0,-2,-2
3,1146,"Social",1.1,40,30,25,"B","B","B",14,"C",26,16,11,26,16,11,TRUE,FALSE,FALSE,FALSE,15,-15,-26,-16,-11
3,1749,"Social",1.1,10,20,25,"C","C","C",14,"C",-4,6,11,4,6,11,FALSE,TRUE,TRUE,TRUE,7,7,-4,-6,-11
3,1621,"Social",1.1,50,15,15,"C","C","C",14,"C",36,1,1,36,1,1,TRUE,TRUE,TRUE,TRUE,35,-35,-36,-1,-1
3,1876,"Social",1.1,15,16,12,"C","A","C",14,"C",1,2,-2,1,2,2,TRUE,TRUE,FALSE,TRUE,1,1,-1,-2,-2
4,1963,"Control",1.1,5,5,5,"C","A","C",14,NA,-9,-9,-9,9,9,9,FALSE,NA,NA,NA,0,0,-9,-9,-9
4,1784,"Control",1.1,20,15,17,"C","C","C",14,NA,6,1,3,6,1,3,TRUE,NA,NA,NA,3,-3,-6,-1,-3
4,1947,"Control",1.1,1,0.9,1,"B","B","C",14,NA,-13,-13.1,-13,13,13.1,13,FALSE,NA,NA,NA,0,0,-13,-13.1,-13
4,2107,"Control",1.1,30,20,25,"C","C","C",14,NA,16,6,11,16,6,11,TRUE,NA,NA,NA,5,-5,-16,-6,-11
4,2254,"Control",1.1,NA,35,45,NA,"A","A",14,NA,NA,21,31,NA,21,31,NA,NA,NA,NA,NA,NA,NA,-21,-31
4,26,"Control",1.1,43,33,56,"A","C","C",14,"C",29,19,42,29,19,42,TRUE,FALSE,TRUE,TRUE,13,13,-29,-19,-42
4,1459,"Control",1.1,10,15,NA,"C","B",NA,14,"C",-4,1,NA,4,1,NA,FALSE,TRUE,FALSE,NA,NA,NA,-4,-1,NA
4,2057,"Control",1.1,3,13,13,"C","C","A",14,"C",-11,-1,-1,11,1,1,FALSE,TRUE,TRUE,FALSE,10,-10,-11,-1,-1
4,2128,"Control",1.1,NA,20,15,NA,"C","C",14,"C",NA,6,1,NA,6,1,NA,NA,TRUE,TRUE,NA,NA,NA,-6,-1
4,624,"Control",1.1,NA,10,10,NA,"A","B",14,"C",NA,-4,-4,NA,4,4,NA,NA,FALSE,FALSE,NA,NA,NA,-4,-4
4,1531,"Control",1.1,5,5,10,"C","C","A",14,"C",-9,-9,-4,9,9,4,FALSE,TRUE,TRUE,FALSE,5,-5,-9,-9,-4
4,1650,"Control",1.1,30,15,15,"C","C","C",14,"C",16,1,1,16,1,1,TRUE,TRUE,TRUE,TRUE,15,-15,-16,-1,-1
4,812,"Control",1.1,30,20,40,"B","C","A",14,"C",16,6,26,16,6,26,TRUE,FALSE,TRUE,FALSE,10,10,-16,-6,-26
4,981,"Control",1.1,20,10,20,"B","B","C",14,"C",6,-4,6,6,4,6,TRUE,FALSE,FALSE,TRUE,0,0,-6,-4,-6
4,115,"Control",1.1,NA,10,15,NA,"C","C",14,"C",NA,-4,1,NA,4,1,NA,NA,TRUE,TRUE,NA,NA,NA,-4,-1
4,329,"Control",1.1,50,50,50,"C","C","C",14,"C",36,36,36,36,36,36,TRUE,TRUE,TRUE,TRUE,0,0,-36,-36,-36
4,2146,"Control",1.1,NA,12,15,NA,"C","C",14,"C",NA,-2,1,NA,2,1,NA,NA,TRUE,TRUE,NA,NA,NA,-2,-1
4,2065,"Control",1.1,14,14,14,"C","C","C",14,"C",0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0
4,2026,"Control",1.1,90,75,15,"C","C","C",14,"C",76,61,1,76,61,1,TRUE,TRUE,TRUE,TRUE,75,-75,-76,-61,-1
4,2241,"Control",1.1,10,20,5,"C","C","C",14,"C",-4,6,-9,4,6,9,FALSE,TRUE,TRUE,TRUE,5,5,-4,-6,-9
4,796,"Control",1.1,NA,8,2,NA,"C","B",14,"C",NA,-6,-12,NA,6,12,NA,NA,TRUE,FALSE,NA,NA,NA,-6,-12
4,1601,"Control",1.1,10,5,20,"C","B","C",14,"C",-4,-9,6,4,9,6,FALSE,TRUE,FALSE,TRUE,2,2,-4,-9,-6
4,2155,"Control",1.1,15,10,8,"C","C","C",14,"C",1,-4,-6,1,4,6,TRUE,TRUE,TRUE,TRUE,5,5,-1,-4,-6
4,1983,"Control",1.1,NA,60,80,NA,"C","C",14,"C",NA,46,66,NA,46,66,NA,NA,TRUE,TRUE,NA,NA,NA,-46,-66
4,172,"Control",1.1,7,12,4,"C","A","C",14,"C",-7,-2,-10,7,2,10,FALSE,TRUE,FALSE,TRUE,3,3,-7,-2,-10
4,28,"Control",1.1,20,10,20,"B","C","C",14,"C",6,-4,6,6,4,6,TRUE,FALSE,TRUE,TRUE,0,0,-6,-4,-6
4,655,"Control",1.1,50,25,25,"A","A","A",14,"C",36,11,11,36,11,11,TRUE,FALSE,FALSE,FALSE,25,-25,-36,-11,-11
4,1140,"Control",1.1,NA,15,10,NA,"A","C",14,"C",NA,1,-4,NA,1,4,NA,NA,FALSE,TRUE,NA,NA,NA,-1,-4
4,869,"Control",1.1,NA,15,12,NA,"C","C",14,"C",NA,1,-2,NA,1,2,NA,NA,TRUE,TRUE,NA,NA,NA,-1,-2
4,977,"Control",1.1,50,50,50,"C","C","C",14,"C",36,36,36,36,36,36,TRUE,TRUE,TRUE,TRUE,0,0,-36,-36,-36
4,1149,"Control",1.1,20,15,15,"B","B","C",14,"C",6,1,1,6,1,1,TRUE,FALSE,FALSE,TRUE,5,-5,-6,-1,-1
4,2051,"Control",1.1,NA,70,70,NA,"A","C",14,"C",NA,56,56,NA,56,56,NA,NA,FALSE,TRUE,NA,NA,NA,-56,-56
4,2268,"Control",1.1,NA,2,2,NA,"A","C",14,"C",NA,-12,-12,NA,12,12,NA,NA,FALSE,TRUE,NA,NA,NA,-12,-12
4,807,"Control",1.1,10,15,12,"C","A","C",14,"C",-4,1,-2,4,1,2,FALSE,TRUE,FALSE,TRUE,2,-2,-4,-1,-2
4,1064,"Control",1.1,NA,25,50,"C","C","C",14,"C",NA,11,36,NA,11,36,NA,TRUE,TRUE,TRUE,NA,NA,NA,-11,-36
5,1099,"Social",1.1,NA,16,16.67,NA,"C","C",14,"C",NA,2,2.67,NA,2,2.67,NA,NA,TRUE,TRUE,NA,NA,NA,-2,-2.67
5,1535,"Social",1.1,20,30,30,"A","A","A",14,"C",6,16,16,6,16,16,TRUE,FALSE,FALSE,FALSE,10,10,-6,-16,-16
5,591,"Social",1.1,NA,20,13,NA,"C","C",14,"C",NA,6,-1,NA,6,1,NA,NA,TRUE,TRUE,NA,NA,NA,-6,-1
5,1035,"Social",1.1,10,15,15,"C","C","C",14,"C",-4,1,1,4,1,1,FALSE,TRUE,TRUE,TRUE,3,-3,-4,-1,-1
5,630,"Social",1.1,NA,2,3,NA,"B","B",14,"C",NA,-12,-11,NA,12,11,NA,NA,FALSE,FALSE,NA,NA,NA,-12,-11
5,968,"Social",1.1,20,40,20,"C","C","C",14,"C",6,26,6,6,26,6,TRUE,TRUE,TRUE,TRUE,0,0,-6,-26,-6
5,1100,"Social",1.1,50,NA,16,"C",NA,"C",14,"C",36,NA,2,36,NA,2,TRUE,TRUE,NA,TRUE,34,-34,-36,NA,-2
5,1273,"Social",1.1,NA,16,16,NA,"C","A",14,"C",NA,2,2,NA,2,2,NA,NA,TRUE,FALSE,NA,NA,NA,-2,-2
5,1629,"Social",1.1,50,20,20,"C","A","C",14,"C",36,6,6,36,6,6,TRUE,TRUE,FALSE,TRUE,30,-30,-36,-6,-6
5,1425,"Social",1.1,30,20,25,"C","C","C",14,"C",16,6,11,16,6,11,TRUE,TRUE,TRUE,TRUE,5,-5,-16,-6,-11
5,1374,"Social",1.1,10,10,10,"C","C","C",14,"C",-4,-4,-4,4,4,4,FALSE,TRUE,TRUE,TRUE,0,0,-4,-4,-4
5,158,"Social",1.1,15,35,15,"C","C","C",14,"C",1,21,1,1,21,1,TRUE,TRUE,TRUE,TRUE,0,0,-1,-21,-1
5,319,"Social",1.1,50,15,20,"C","C","C",14,"C",36,1,6,36,1,6,TRUE,TRUE,TRUE,TRUE,30,-30,-36,-1,-6
5,81,"Social",1.1,5,10,10,"B","C","C",14,"C",-9,-4,-4,9,4,4,FALSE,FALSE,TRUE,TRUE,5,-5,-9,-4,-4
5,299,"Social",1.1,5,5,5,"C","C","A",14,"C",-9,-9,-9,9,9,9,FALSE,TRUE,TRUE,FALSE,0,0,-9,-9,-9
5,672,"Social",1.1,20,NA,4,"C",NA,"C",14,"C",6,NA,-10,6,NA,10,TRUE,TRUE,NA,TRUE,4,4,-6,NA,-10
5,1163,"Social",1.1,NA,25,40,"C","A","A",14,"C",NA,11,26,NA,11,26,NA,TRUE,FALSE,FALSE,NA,NA,NA,-11,-26
5,1648,"Social",1.1,NA,25,35,NA,"C","C",14,"C",NA,11,21,NA,11,21,NA,NA,TRUE,TRUE,NA,NA,NA,-11,-21
5,1906,"Social",1.1,10,50,30,"C","C","C",14,"C",-4,36,16,4,36,16,FALSE,TRUE,TRUE,TRUE,12,12,-4,-36,-16
5,2079,"Social",1.1,20,8,17,"A","C","C",14,"C",6,-6,3,6,6,3,TRUE,FALSE,TRUE,TRUE,3,-3,-6,-6,-3
5,865,"Social",1.1,50,25,NA,"A","A",NA,14,"C",36,11,NA,36,11,NA,TRUE,FALSE,FALSE,NA,NA,NA,-36,-11,NA
5,1538,"Social",1.1,100,50,100,"A","A","A",14,"C",86,36,86,86,36,86,TRUE,FALSE,FALSE,FALSE,0,0,-86,-36,-86
5,1894,"Social",1.1,30,15,NA,"C","C",NA,14,"C",16,1,NA,16,1,NA,TRUE,TRUE,TRUE,NA,NA,NA,-16,-1,NA
5,2158,"Social",1.1,40,20,20,"C","C","C",14,"C",26,6,6,26,6,6,TRUE,TRUE,TRUE,TRUE,20,-20,-26,-6,-6
5,1365,"Social",1.1,30,40,30,"C","C","C",14,"C",16,26,16,16,26,16,TRUE,TRUE,TRUE,TRUE,0,0,-16,-26,-16
5,1989,"Social",1.1,20,15,15,"C","C","C",14,"C",6,1,1,6,1,1,TRUE,TRUE,TRUE,TRUE,5,-5,-6,-1,-1
5,257,"Social",1.1,90,50,50,"C","C","C",14,"C",76,36,36,76,36,36,TRUE,TRUE,TRUE,TRUE,40,-40,-76,-36,-36
5,1108,"Social",1.1,50,NA,14,"C",NA,"C",14,"C",36,NA,0,36,NA,0,TRUE,TRUE,NA,TRUE,36,-36,-36,NA,0
5,1186,"Social",1.1,10,20,10,"C","C","C",14,"C",-4,6,-4,4,6,4,FALSE,TRUE,TRUE,TRUE,0,0,-4,-6,-4
5,893,"Social",1.1,33,15,15,"C","C","C",14,"C",19,1,1,19,1,1,TRUE,TRUE,TRUE,TRUE,18,-18,-19,-1,-1
5,995,"Social",1.1,NA,80,40,NA,"C","C",14,"C",NA,66,26,NA,66,26,NA,NA,TRUE,TRUE,NA,NA,NA,-66,-26
5,1263,"Social",1.1,20,NA,NA,"C",NA,NA,14,"C",6,NA,NA,6,NA,NA,TRUE,TRUE,NA,NA,NA,NA,-6,NA,NA
5,1625,"Social",1.1,NA,60,60,NA,"A","A",14,"C",NA,46,46,NA,46,46,NA,NA,FALSE,FALSE,NA,NA,NA,-46,-46
5,1281,"Social",1.1,10,10,20,"C","C","C",14,"C",-4,-4,6,4,4,6,FALSE,TRUE,TRUE,TRUE,2,2,-4,-4,-6
