"trial","subject_id","net","vignette","response_1","response_2","response_3","discrete_response_1","discrete_response_2","discrete_response_3","truth","discrete_answer","raw_err1","raw_err2","raw_err3","err1","err2","err3","overestimate","discrete_correct_1","discrete_correct_2","discrete_correct_3","abs_chg_err","chg_err","acc1","acc2","acc3"
45,900,"Social",1.4,30,50,55,"C","C","C",16,"D",14,34,39,14,34,39,TRUE,FALSE,FALSE,FALSE,25,25,-14,-34,-39
45,1010,"Social",1.4,33,33,33,"C","C","C",16,"D",17,17,17,17,17,17,TRUE,FALSE,FALSE,FALSE,0,0,-17,-17,-17
45,1135,"Social",1.4,NA,42,42,NA,"C","C",16,"D",NA,26,26,NA,26,26,NA,NA,FALSE,FALSE,NA,NA,NA,-26,-26
45,1719,"Social",1.4,NA,100,100,NA,"D","D",16,"D",NA,84,84,NA,84,84,NA,NA,TRUE,TRUE,NA,NA,NA,-84,-84
45,1396,"Social",1.4,100,60,60,"C","C","D",16,"D",84,44,44,84,44,44,TRUE,FALSE,FALSE,TRUE,40,-40,-84,-44,-44
45,864,"Social",1.4,70,80,80,"C","C","C",16,"D",54,64,64,54,64,64,TRUE,FALSE,FALSE,FALSE,10,10,-54,-64,-64
45,1405,"Social",1.4,35,15,15,"B","D","D",16,"D",19,-1,-1,19,1,1,TRUE,FALSE,TRUE,TRUE,18,-18,-19,-1,-1
45,44,"Social",1.4,75,80,16,"C","C","D",16,"D",59,64,0,59,64,0,TRUE,FALSE,FALSE,TRUE,59,-59,-59,-64,0
45,128,"Social",1.4,20,25,25,"C","D","A",16,"D",4,9,9,4,9,9,TRUE,FALSE,TRUE,FALSE,5,5,-4,-9,-9
45,240,"Social",1.4,75,70,50,"C","C","A",16,"D",59,54,34,59,54,34,TRUE,FALSE,FALSE,FALSE,25,-25,-59,-54,-34
45,1177,"Social",1.4,30,30,30,"C","C","C",16,"D",14,14,14,14,14,14,TRUE,FALSE,FALSE,FALSE,0,0,-14,-14,-14
45,89,"Social",1.4,100,28,60,"C","B","B",16,"D",84,12,44,84,12,44,TRUE,FALSE,FALSE,FALSE,40,-40,-84,-12,-44
45,310,"Social",1.4,100,50,50,"C","B","B",16,"D",84,34,34,84,34,34,TRUE,FALSE,FALSE,FALSE,50,-50,-84,-34,-34
45,547,"Social",1.4,30,40,40,"D","D","D",16,"D",14,24,24,14,24,24,TRUE,TRUE,TRUE,TRUE,10,10,-14,-24,-24
45,1828,"Social",1.4,65,45,45,"C","C","C",16,"D",49,29,29,49,29,29,TRUE,FALSE,FALSE,FALSE,20,-20,-49,-29,-29
45,365,"Social",1.4,30,40,NA,"C","C",NA,16,"D",14,24,NA,14,24,NA,TRUE,FALSE,FALSE,NA,NA,NA,-14,-24,NA
45,519,"Social",1.4,70,60,16,"C","C","D",16,"D",54,44,0,54,44,0,TRUE,FALSE,FALSE,TRUE,54,-54,-54,-44,0
45,744,"Social",1.4,20,60,40,"C","C","C",16,"D",4,44,24,4,44,24,TRUE,FALSE,FALSE,FALSE,20,20,-4,-44,-24
45,1705,"Social",1.4,25,25,25,"C","C","C",16,"D",9,9,9,9,9,9,TRUE,FALSE,FALSE,FALSE,0,0,-9,-9,-9
45,901,"Social",1.4,20,50,NA,"B","B",NA,16,"D",4,34,NA,4,34,NA,TRUE,FALSE,FALSE,NA,NA,NA,-4,-34,NA
45,169,"Social",1.4,5,42,42,"B","B","B",16,"D",-11,26,26,11,26,26,FALSE,FALSE,FALSE,FALSE,15,15,-11,-26,-26
45,375,"Social",1.4,60,65,60,"C","C","C",16,"D",44,49,44,44,49,44,TRUE,FALSE,FALSE,FALSE,0,0,-44,-49,-44
45,683,"Social",1.4,15,30,20,"C","C","B",16,"D",-1,14,4,1,14,4,FALSE,FALSE,FALSE,FALSE,3,3,-1,-14,-4
45,58,"Social",1.4,30,35,35,"C","C","C",16,"D",14,19,19,14,19,19,TRUE,FALSE,FALSE,FALSE,5,5,-14,-19,-19
45,521,"Social",1.4,50,50,50,"C","C","C",16,"D",34,34,34,34,34,34,TRUE,FALSE,FALSE,FALSE,0,0,-34,-34,-34
45,746,"Social",1.4,25,25,25,"C","D","D",16,"D",9,9,9,9,9,9,TRUE,FALSE,TRUE,TRUE,0,0,-9,-9,-9
45,110,"Social",1.4,25,25,25,"C","C","C",16,"D",9,9,9,9,9,9,TRUE,FALSE,FALSE,FALSE,0,0,-9,-9,-9
45,1498,"Social",1.4,80,80,65,"B","B","B",16,"D",64,64,49,64,64,49,TRUE,FALSE,FALSE,FALSE,15,-15,-64,-64,-49
45,1854,"Social",1.4,100,50,NA,"B","C",NA,16,"D",84,34,NA,84,34,NA,TRUE,FALSE,FALSE,NA,NA,NA,-84,-34,NA
45,1657,"Social",1.4,30,55,16,"C","C","D",16,"D",14,39,0,14,39,0,TRUE,FALSE,FALSE,TRUE,14,-14,-14,-39,0
45,1162,"Social",1.4,25,80,87,"C","C","C",16,"D",9,64,71,9,64,71,TRUE,FALSE,FALSE,FALSE,62,62,-9,-64,-71
45,1439,"Social",1.4,100,100,100,"D","D","D",16,"D",84,84,84,84,84,84,TRUE,TRUE,TRUE,TRUE,0,0,-84,-84,-84
46,247,"Control",1.4,40,30,35,"C","C","C",16,"D",24,14,19,24,14,19,TRUE,FALSE,FALSE,FALSE,5,-5,-24,-14,-19
46,1543,"Control",1.4,60,65,75,"B","B","B",16,"D",44,49,59,44,49,59,TRUE,FALSE,FALSE,FALSE,15,15,-44,-49,-59
46,688,"Control",1.4,30,15,20,"B","D","B",16,"D",14,-1,4,14,1,4,TRUE,FALSE,TRUE,FALSE,10,-10,-14,-1,-4
46,897,"Control",1.4,40,30,30,"C","C","C",16,"D",24,14,14,24,14,14,TRUE,FALSE,FALSE,FALSE,10,-10,-24,-14,-14
46,758,"Control",1.4,14,25,8,"B","B","B",16,"D",-2,9,-8,2,9,8,FALSE,FALSE,FALSE,FALSE,6,6,-2,-9,-8
46,2197,"Control",1.4,70,75,70,"C","C","C",16,"D",54,59,54,54,59,54,TRUE,FALSE,FALSE,FALSE,0,0,-54,-59,-54
46,2110,"Control",1.4,90,60,65,"C","B","D",16,"D",74,44,49,74,44,49,TRUE,FALSE,FALSE,TRUE,25,-25,-74,-44,-49
46,1727,"Control",1.4,65,83,83,"B","C","C",16,"D",49,67,67,49,67,67,TRUE,FALSE,FALSE,FALSE,18,18,-49,-67,-67
46,1703,"Control",1.4,67,77,55,"C","C","C",16,"D",51,61,39,51,61,39,TRUE,FALSE,FALSE,FALSE,12,-12,-51,-61,-39
46,1134,"Control",1.4,20,20,20,"B","B","B",16,"D",4,4,4,4,4,4,TRUE,FALSE,FALSE,FALSE,0,0,-4,-4,-4
46,1481,"Control",1.4,50,40,65,"D","D","D",16,"D",34,24,49,34,24,49,TRUE,TRUE,TRUE,TRUE,15,15,-34,-24,-49
46,1714,"Control",1.4,NA,40,40,NA,"C","C",16,"D",NA,24,24,NA,24,24,NA,NA,FALSE,FALSE,NA,NA,NA,-24,-24
46,992,"Control",1.4,NA,18,22,NA,"B","D",16,"D",NA,2,6,NA,2,6,NA,NA,FALSE,TRUE,NA,NA,NA,-2,-6
46,49,"Control",1.4,99,100,90,"D","D","D",16,"D",83,84,74,83,84,74,TRUE,TRUE,TRUE,TRUE,9,-9,-83,-84,-74
46,652,"Control",1.4,80,75,75,"B","B","B",16,"D",64,59,59,64,59,59,TRUE,FALSE,FALSE,FALSE,5,-5,-64,-59,-59
46,1796,"Control",1.4,20,26,16,"C","C","D",16,"D",4,10,0,4,10,0,TRUE,FALSE,FALSE,TRUE,4,-4,-4,-10,0
46,2194,"Control",1.4,50,50,33,"B","B","B",16,"D",34,34,17,34,34,17,TRUE,FALSE,FALSE,FALSE,17,-17,-34,-34,-17
46,522,"Control",1.4,15,35,35,"C","D","D",16,"D",-1,19,19,1,19,19,FALSE,FALSE,TRUE,TRUE,18,18,-1,-19,-19
46,1089,"Control",1.4,20,45,45,"B","B","B",16,"D",4,29,29,4,29,29,TRUE,FALSE,FALSE,FALSE,25,25,-4,-29,-29
46,189,"Control",1.4,20,36,36,"D","D","D",16,"D",4,20,20,4,20,20,TRUE,TRUE,TRUE,TRUE,16,16,-4,-20,-20
46,847,"Control",1.4,90,90,90,"D","D","D",16,"D",74,74,74,74,74,74,TRUE,TRUE,TRUE,TRUE,0,0,-74,-74,-74
46,1606,"Control",1.4,80,80,80,"B","C","C",16,"D",64,64,64,64,64,64,TRUE,FALSE,FALSE,FALSE,0,0,-64,-64,-64
46,926,"Control",1.4,80,40,40,"B","C","D",16,"D",64,24,24,64,24,24,TRUE,FALSE,FALSE,TRUE,40,-40,-64,-24,-24
46,1461,"Control",1.4,50,50,17,"C","C","C",16,"D",34,34,1,34,34,1,TRUE,FALSE,FALSE,FALSE,33,-33,-34,-34,-1
46,1519,"Control",1.4,75,75,75,"B","C","C",16,"D",59,59,59,59,59,59,TRUE,FALSE,FALSE,FALSE,0,0,-59,-59,-59
46,171,"Control",1.4,70,70,80,"C","C","C",16,"D",54,54,64,54,54,64,TRUE,FALSE,FALSE,FALSE,10,10,-54,-54,-64
46,376,"Control",1.4,80,75,90,"D","D","D",16,"D",64,59,74,64,59,74,TRUE,TRUE,TRUE,TRUE,10,10,-64,-59,-74
46,1988,"Control",1.4,75,60,65,"B","B","B",16,"D",59,44,49,59,44,49,TRUE,FALSE,FALSE,FALSE,10,-10,-59,-44,-49
46,400,"Control",1.4,NA,45,100,NA,"D","C",16,"D",NA,29,84,NA,29,84,NA,NA,TRUE,FALSE,NA,NA,NA,-29,-84
46,810,"Control",1.4,100,100,100,"C","C","C",16,"D",84,84,84,84,84,84,TRUE,FALSE,FALSE,FALSE,0,0,-84,-84,-84
46,1283,"Control",1.4,25,45,45,"C","C","C",16,"D",9,29,29,9,29,29,TRUE,FALSE,FALSE,FALSE,20,20,-9,-29,-29
46,1566,"Control",1.4,60,40,40,"B","C","C",16,"D",44,24,24,44,24,24,TRUE,FALSE,FALSE,FALSE,20,-20,-44,-24,-24
46,1958,"Control",1.4,NA,100,100,"C","C","D",16,"D",NA,84,84,NA,84,84,NA,FALSE,FALSE,TRUE,NA,NA,NA,-84,-84
46,1020,"Control",1.4,50,33,40,"B","B","B",16,"D",34,17,24,34,17,24,TRUE,FALSE,FALSE,FALSE,10,-10,-34,-17,-24
46,1552,"Control",1.4,40,NA,16,"D","D","D",16,"D",24,NA,0,24,NA,0,TRUE,TRUE,TRUE,TRUE,24,-24,-24,NA,0
46,361,"Control",1.4,60,60,60,"C","C","C",16,"D",44,44,44,44,44,44,TRUE,FALSE,FALSE,FALSE,0,0,-44,-44,-44
46,749,"Control",1.4,30,70,75,"B","C","C",16,"D",14,54,59,14,54,59,TRUE,FALSE,FALSE,FALSE,45,45,-14,-54,-59
47,986,"Social",1.4,75,60,16,"C","C","D",16,"D",59,44,0,59,44,0,TRUE,FALSE,FALSE,TRUE,59,-59,-59,-44,0
47,1644,"Social",1.4,14,20,35,"D","D","D",16,"D",-2,4,19,2,4,19,FALSE,TRUE,TRUE,TRUE,17,17,-2,-4,-19
47,51,"Social",1.4,NA,50,50,NA,"C","C",16,"D",NA,34,34,NA,34,34,NA,NA,FALSE,FALSE,NA,NA,NA,-34,-34
47,742,"Social",1.4,NA,52,65,NA,"C","B",16,"D",NA,36,49,NA,36,49,NA,NA,FALSE,FALSE,NA,NA,NA,-36,-49
47,1194,"Social",1.4,30,40,40,"B","B","B",16,"D",14,24,24,14,24,24,TRUE,FALSE,FALSE,FALSE,10,10,-14,-24,-24
47,863,"Social",1.4,90,80,77,"C","C","C",16,"D",74,64,61,74,64,61,TRUE,FALSE,FALSE,FALSE,13,-13,-74,-64,-61
47,174,"Social",1.4,33,25,50,"C","C","C",16,"D",17,9,34,17,9,34,TRUE,FALSE,FALSE,FALSE,17,17,-17,-9,-34
47,779,"Social",1.4,20,75,75,"B","B","B",16,"D",4,59,59,4,59,59,TRUE,FALSE,FALSE,FALSE,55,55,-4,-59,-59
47,834,"Social",1.4,75,75,65,"C","C","C",16,"D",59,59,49,59,59,49,TRUE,FALSE,FALSE,FALSE,10,-10,-59,-59,-49
47,1171,"Social",1.4,50,70,60,"D","C","C",16,"D",34,54,44,34,54,44,TRUE,TRUE,FALSE,FALSE,10,10,-34,-54,-44
47,1564,"Social",1.4,75,25,50,"D","D","D",16,"D",59,9,34,59,9,34,TRUE,TRUE,TRUE,TRUE,25,-25,-59,-9,-34
47,848,"Social",1.4,20,25,20,"B","B","B",16,"D",4,9,4,4,9,4,TRUE,FALSE,FALSE,FALSE,0,0,-4,-9,-4
47,955,"Social",1.4,NA,75,50,NA,"D","C",16,"D",NA,59,34,NA,59,34,NA,NA,TRUE,FALSE,NA,NA,NA,-59,-34
47,1879,"Social",1.4,40,50,40,"B","B","B",16,"D",24,34,24,24,34,24,TRUE,FALSE,FALSE,FALSE,0,0,-24,-34,-24
47,1978,"Social",1.4,67,55,55,"C","C","C",16,"D",51,39,39,51,39,39,TRUE,FALSE,FALSE,FALSE,12,-12,-51,-39,-39
47,1607,"Social",1.4,25,40,40,"C","C","C",16,"D",9,24,24,9,24,24,TRUE,FALSE,FALSE,FALSE,15,15,-9,-24,-24
47,1867,"Social",1.4,90,70,70,"C","C","C",16,"D",74,54,54,74,54,54,TRUE,FALSE,FALSE,FALSE,20,-20,-74,-54,-54
47,678,"Social",1.4,75,NA,60,"B","C","B",16,"D",59,NA,44,59,NA,44,TRUE,FALSE,FALSE,FALSE,15,-15,-59,NA,-44
47,914,"Social",1.4,60,70,70,"C","C","C",16,"D",44,54,54,44,54,54,TRUE,FALSE,FALSE,FALSE,10,10,-44,-54,-54
47,1223,"Social",1.4,20,40,40,"C","C","C",16,"D",4,24,24,4,24,24,TRUE,FALSE,FALSE,FALSE,20,20,-4,-24,-24
47,73,"Social",1.4,33,33,33,"D","D","D",16,"D",17,17,17,17,17,17,TRUE,TRUE,TRUE,TRUE,0,0,-17,-17,-17
47,290,"Social",1.4,20,40,43.75,"C","C","C",16,"D",4,24,27.75,4,24,27.75,TRUE,FALSE,FALSE,FALSE,23.75,23.75,-4,-24,-27.75
47,535,"Social",1.4,35,35,45,"C","C","C",16,"D",19,19,29,19,19,29,TRUE,FALSE,FALSE,FALSE,10,10,-19,-19,-29
47,755,"Social",1.4,50,50,50,"C","C","C",16,"D",34,34,34,34,34,34,TRUE,FALSE,FALSE,FALSE,0,0,-34,-34,-34
47,1207,"Social",1.4,75,50,75,"C","D","D",16,"D",59,34,59,59,34,59,TRUE,FALSE,TRUE,TRUE,0,0,-59,-34,-59
47,2042,"Social",1.4,35,42,49,"C","C","C",16,"D",19,26,33,19,26,33,TRUE,FALSE,FALSE,FALSE,14,14,-19,-26,-33
47,2257,"Social",1.4,40,25,25,"C","C","C",16,"D",24,9,9,24,9,9,TRUE,FALSE,FALSE,FALSE,15,-15,-24,-9,-9
47,217,"Social",1.4,80,30,45,"D","D","D",16,"D",64,14,29,64,14,29,TRUE,TRUE,TRUE,TRUE,35,-35,-64,-14,-29
47,540,"Social",1.4,50,60,65,"C","C","C",16,"D",34,44,49,34,44,49,TRUE,FALSE,FALSE,FALSE,15,15,-34,-44,-49
47,1436,"Social",1.4,100,70,70,"C","C","C",16,"D",84,54,54,84,54,54,TRUE,FALSE,FALSE,FALSE,30,-30,-84,-54,-54
47,22,"Social",1.4,50,50,50,"C","C","C",16,"D",34,34,34,34,34,34,TRUE,FALSE,FALSE,FALSE,0,0,-34,-34,-34
47,504,"Social",1.4,25,75,70,"C","C","C",16,"D",9,59,54,9,59,54,TRUE,FALSE,FALSE,FALSE,45,45,-9,-59,-54
47,1184,"Social",1.4,50,33.3,45,"B","B","B",16,"D",34,17.3,29,34,17.3,29,TRUE,FALSE,FALSE,FALSE,5,-5,-34,-17.3,-29
47,870,"Social",1.4,33,40,29,"B","B","B",16,"D",17,24,13,17,24,13,TRUE,FALSE,FALSE,FALSE,4,-4,-17,-24,-13
47,999,"Social",1.4,60,60,60,"C","C","C",16,"D",44,44,44,44,44,44,TRUE,FALSE,FALSE,FALSE,0,0,-44,-44,-44
47,1150,"Social",1.4,30,36,60,"C","C","C",16,"D",14,20,44,14,20,44,TRUE,FALSE,FALSE,FALSE,30,30,-14,-20,-44
47,700,"Social",1.4,40,65,75,"C","C","C",16,"D",24,49,59,24,49,59,TRUE,FALSE,FALSE,FALSE,35,35,-24,-49,-59
47,1179,"Social",1.4,32,47,51,"C","A","A",16,"D",16,31,35,16,31,35,TRUE,FALSE,FALSE,FALSE,19,19,-16,-31,-35
48,412,"Social",1.4,75,50,50,"D","D","D",16,"D",59,34,34,59,34,34,TRUE,TRUE,TRUE,TRUE,25,-25,-59,-34,-34
48,806,"Social",1.4,99,90,90,"C","C","D",16,"D",83,74,74,83,74,74,TRUE,FALSE,FALSE,TRUE,9,-9,-83,-74,-74
48,1381,"Social",1.4,70,75,60,"B","B","C",16,"D",54,59,44,54,59,44,TRUE,FALSE,FALSE,FALSE,10,-10,-54,-59,-44
48,144,"Social",1.4,NA,50,50,NA,"C","C",16,"D",NA,34,34,NA,34,34,NA,NA,FALSE,FALSE,NA,NA,NA,-34,-34
48,432,"Social",1.4,66,66,66,"B","B","B",16,"D",50,50,50,50,50,50,TRUE,FALSE,FALSE,FALSE,0,0,-50,-50,-50
48,743,"Social",1.4,75,75,50,"B","B","B",16,"D",59,59,34,59,59,34,TRUE,FALSE,FALSE,FALSE,25,-25,-59,-59,-34
48,1196,"Social",1.4,35,35,32,"C","C","D",16,"D",19,19,16,19,19,16,TRUE,FALSE,FALSE,TRUE,3,-3,-19,-19,-16
48,1576,"Social",1.4,90,50,75,"C","D","C",16,"D",74,34,59,74,34,59,TRUE,FALSE,TRUE,FALSE,15,-15,-74,-34,-59
48,474,"Social",1.4,NA,NA,35,NA,NA,"C",16,"D",NA,NA,19,NA,NA,19,NA,NA,NA,FALSE,NA,NA,NA,NA,-19
48,1012,"Social",1.4,20,25,30,"C","C","C",16,"D",4,9,14,4,9,14,TRUE,FALSE,FALSE,FALSE,10,10,-4,-9,-14
48,1725,"Social",1.4,20,20,20,"B","D","D",16,"D",4,4,4,4,4,4,TRUE,FALSE,TRUE,TRUE,0,0,-4,-4,-4
48,1964,"Social",1.4,100,50,100,"C","C","C",16,"D",84,34,84,84,34,84,TRUE,FALSE,FALSE,FALSE,0,0,-84,-34,-84
48,352,"Social",1.4,50,30,35,"C","B","B",16,"D",34,14,19,34,14,19,TRUE,FALSE,FALSE,FALSE,15,-15,-34,-14,-19
48,1366,"Social",1.4,50,48,47,"D","D","D",16,"D",34,32,31,34,32,31,TRUE,TRUE,TRUE,TRUE,3,-3,-34,-32,-31
48,2115,"Social",1.4,100,50,50,"D","D","D",16,"D",84,34,34,84,34,34,TRUE,TRUE,TRUE,TRUE,50,-50,-84,-34,-34
48,1788,"Social",1.4,45,40,40,"D","D","D",16,"D",29,24,24,29,24,24,TRUE,TRUE,TRUE,TRUE,5,-5,-29,-24,-24
48,2116,"Social",1.4,NA,75,60,NA,"C","B",16,"D",NA,59,44,NA,59,44,NA,NA,FALSE,FALSE,NA,NA,NA,-59,-44
48,638,"Social",1.4,30,60,50,"C","C","C",16,"D",14,44,34,14,44,34,TRUE,FALSE,FALSE,FALSE,20,20,-14,-44,-34
48,973,"Social",1.4,70,60,60,"B","B","B",16,"D",54,44,44,54,44,44,TRUE,FALSE,FALSE,FALSE,10,-10,-54,-44,-44
48,1102,"Social",1.4,42,42,42,"A","B","B",16,"D",26,26,26,26,26,26,TRUE,FALSE,FALSE,FALSE,0,0,-26,-26,-26
48,1278,"Social",1.4,50,50,50,"D","B","B",16,"D",34,34,34,34,34,34,TRUE,TRUE,FALSE,FALSE,0,0,-34,-34,-34
48,1753,"Social",1.4,75,70,60,"B","B","B",16,"D",59,54,44,59,54,44,TRUE,FALSE,FALSE,FALSE,15,-15,-59,-54,-44
48,2265,"Social",1.4,50,50,20,"B","B","D",16,"D",34,34,4,34,34,4,TRUE,FALSE,FALSE,TRUE,30,-30,-34,-34,-4
48,84,"Social",1.4,70,70,60,"C","C","C",16,"D",54,54,44,54,54,44,TRUE,FALSE,FALSE,FALSE,10,-10,-54,-54,-44
48,303,"Social",1.4,50,45,40,"C","B","B",16,"D",34,29,24,34,29,24,TRUE,FALSE,FALSE,FALSE,10,-10,-34,-29,-24
48,1346,"Social",1.4,20,60,16,"B","C","D",16,"D",4,44,0,4,44,0,TRUE,FALSE,FALSE,TRUE,4,-4,-4,-44,0
48,266,"Social",1.4,10,30,20,"D","D","D",16,"D",-6,14,4,6,14,4,FALSE,TRUE,TRUE,TRUE,2,-2,-6,-14,-4
48,662,"Social",1.4,40,40,35,"D","D","D",16,"D",24,24,19,24,24,19,TRUE,TRUE,TRUE,TRUE,5,-5,-24,-24,-19
48,1467,"Social",1.4,40,70,16,"C","B","D",16,"D",24,54,0,24,54,0,TRUE,FALSE,FALSE,TRUE,24,-24,-24,-54,0
48,2060,"Social",1.4,NA,10,NA,NA,"B",NA,16,"D",NA,-6,NA,NA,6,NA,NA,NA,FALSE,NA,NA,NA,NA,-6,NA
48,33,"Social",1.4,50,40,50,"B","B","B",16,"D",34,24,34,34,24,34,TRUE,FALSE,FALSE,FALSE,0,0,-34,-24,-34
48,1511,"Social",1.4,5,20,20,"B","B","B",16,"D",-11,4,4,11,4,4,FALSE,FALSE,FALSE,FALSE,7,-7,-11,-4,-4
48,1860,"Social",1.4,NA,50,16,NA,"B","D",16,"D",NA,34,0,NA,34,0,NA,NA,FALSE,TRUE,NA,NA,NA,-34,0
48,2148,"Social",1.4,50,50,65,"C","C","C",16,"D",34,34,49,34,34,49,TRUE,FALSE,FALSE,FALSE,15,15,-34,-34,-49
48,1016,"Social",1.4,NA,50,NA,NA,"C",NA,16,"D",NA,34,NA,NA,34,NA,NA,NA,FALSE,NA,NA,NA,NA,-34,NA
48,1384,"Social",1.4,NA,60,55,"A","B","B",16,"D",NA,44,39,NA,44,39,NA,FALSE,FALSE,FALSE,NA,NA,NA,-44,-39
48,164,"Social",1.4,50,50,20,"B","B","D",16,"D",34,34,4,34,34,4,TRUE,FALSE,FALSE,TRUE,30,-30,-34,-34,-4
49,1779,"Control",1.5,1,1.5,1,"C","C","C",1,"C",0,0.5,0,0,0.5,0,FALSE,TRUE,TRUE,TRUE,0,0,0,-0.5,0
49,551,"Control",1.5,10,20,15,"A","A","A",1,"C",9,19,14,9,19,14,TRUE,FALSE,FALSE,FALSE,5,5,-9,-19,-14
49,1869,"Control",1.5,0,1,2,"C","A","A",1,"C",-1,0,1,1,0,1,FALSE,TRUE,FALSE,FALSE,0,0,-1,0,-1
49,1545,"Control",1.5,2,14,15,"C","A","A",1,"C",1,13,14,1,13,14,TRUE,TRUE,FALSE,FALSE,13,13,-1,-13,-14
49,1271,"Control",1.5,1,1,1,"C","C","C",1,"C",0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0
49,953,"Control",1.5,0,1,1,"A","C","C",1,"C",-1,0,0,1,0,0,FALSE,FALSE,TRUE,TRUE,1,-1,-1,0,0
49,1472,"Control",1.5,14,5,14,"A","B","A",1,"C",13,4,13,13,4,13,TRUE,FALSE,FALSE,FALSE,0,0,-13,-4,-13
49,1235,"Control",1.5,2,1,1,"C","C","C",1,"C",1,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,1,-1,-1,0,0
49,409,"Control",1.5,NA,1,3,NA,"A","A",1,"C",NA,0,2,NA,0,2,NA,NA,FALSE,FALSE,NA,NA,NA,0,-2
49,1675,"Control",1.5,2,14,14,"A","A","A",1,"C",1,13,13,1,13,13,TRUE,FALSE,FALSE,FALSE,12,12,-1,-13,-13
49,2102,"Control",1.5,5,15,1.5,"C","B","C",1,"C",4,14,0.5,4,14,0.5,TRUE,TRUE,FALSE,TRUE,3.5,-3.5,-4,-14,-0.5
49,2249,"Control",1.5,20,25,25,"A","A","A",1,"C",19,24,24,19,24,24,TRUE,FALSE,FALSE,FALSE,5,5,-19,-24,-24
49,1042,"Control",1.5,15,6,6,"A","A","A",1,"C",14,5,5,14,5,5,TRUE,FALSE,FALSE,FALSE,9,-9,-14,-5,-5
49,105,"Control",1.5,1.2,1.7,1.7,"C","C","C",1,"C",0.2,0.7,0.7,0.2,0.7,0.7,TRUE,TRUE,TRUE,TRUE,0.5,0.5,-0.2,-0.7,-0.7
49,451,"Control",1.5,5,2,2,"A","C","C",1,"C",4,1,1,4,1,1,TRUE,FALSE,TRUE,TRUE,3,-3,-4,-1,-1
49,770,"Control",1.5,5,5,5,"A","A","C",1,"C",4,4,4,4,4,4,TRUE,FALSE,FALSE,TRUE,0,0,-4,-4,-4
49,1494,"Control",1.5,16,NA,1.7,"B","A","A",1,"C",15,NA,0.7,15,NA,0.7,TRUE,FALSE,FALSE,FALSE,14.3,-14.3,-15,NA,-0.7
49,1787,"Control",1.5,NA,2,1,NA,"A","A",1,"C",NA,1,0,NA,1,0,NA,NA,FALSE,FALSE,NA,NA,NA,-1,0
49,1957,"Control",1.5,15,10,10,"C","C","C",1,"C",14,9,9,14,9,9,TRUE,TRUE,TRUE,TRUE,5,-5,-14,-9,-9
49,2114,"Control",1.5,3,3,3,"A","A","A",1,"C",2,2,2,2,2,2,TRUE,FALSE,FALSE,FALSE,0,0,-2,-2,-2
49,2262,"Control",1.5,10,15,1,"C","C","C",1,"C",9,14,0,9,14,0,TRUE,TRUE,TRUE,TRUE,9,-9,-9,-14,0
49,136,"Control",1.5,5,5,5,"C","C","C",1,"C",4,4,4,4,4,4,TRUE,TRUE,TRUE,TRUE,0,0,-4,-4,-4
49,359,"Control",1.5,14,14,14,"B","A","A",1,"C",13,13,13,13,13,13,TRUE,FALSE,FALSE,FALSE,0,0,-13,-13,-13
49,643,"Control",1.5,16,16,16,"A","B","B",1,"C",15,15,15,15,15,15,TRUE,FALSE,FALSE,FALSE,0,0,-15,-15,-15
49,1104,"Control",1.5,51,51,51,"B","B","B",1,"C",50,50,50,50,50,50,TRUE,FALSE,FALSE,FALSE,0,0,-50,-50,-50
49,80,"Control",1.5,1,1,1,"C","C","C",1,"C",0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,0,0,0,0,0
49,74,"Control",1.5,NA,52,57,NA,"A","A",1,"C",NA,51,56,NA,51,56,NA,NA,FALSE,FALSE,NA,NA,NA,-51,-56
49,2174,"Control",1.5,10,15,15,"A","B","B",1,"C",9,14,14,9,14,14,TRUE,FALSE,FALSE,FALSE,5,5,-9,-14,-14
49,1014,"Control",1.5,12,12,14,"B","B","B",1,"C",11,11,13,11,11,13,TRUE,FALSE,FALSE,FALSE,2,2,-11,-11,-13
49,1521,"Control",1.5,15,14,1,"B","B","C",1,"C",14,13,0,14,13,0,TRUE,FALSE,FALSE,TRUE,14,-14,-14,-13,0
49,2222,"Control",1.5,NA,12,14,NA,"A","A",1,"C",NA,11,13,NA,11,13,NA,NA,FALSE,FALSE,NA,NA,NA,-11,-13
49,1032,"Control",1.5,30,1,1,"C","C","C",1,"C",29,0,0,29,0,0,TRUE,TRUE,TRUE,TRUE,29,-29,-29,0,0
49,1646,"Control",1.5,5,5,5,"C","C","C",1,"C",4,4,4,4,4,4,TRUE,TRUE,TRUE,TRUE,0,0,-4,-4,-4
49,620,"Control",1.5,15,14,1,"B","B","C",1,"C",14,13,0,14,13,0,TRUE,FALSE,FALSE,TRUE,14,-14,-14,-13,0
49,962,"Control",1.5,15,15,16,"A","B","B",1,"C",14,14,15,14,14,15,TRUE,FALSE,FALSE,FALSE,1,1,-14,-14,-15
49,1098,"Control",1.5,15,15,15,"A","A","A",1,"C",14,14,14,14,14,14,TRUE,FALSE,FALSE,FALSE,0,0,-14,-14,-14
